id,gender,age,topic,sign,grupo_edad,Freq
3966121,female,13,indUnk,Virgo,A,7
2347388,male,26,indUnk,Pisces,B,19
1940587,male,16,Student,Cancer,A,61
3978326,female,17,Student,Capricorn,A,12
468786,male,45,Religion,Aries,C,18
3447237,female,24,Science,Leo,B,11
3697234,female,16,Student,Pisces,A,1
3816004,male,17,Student,Libra,A,10
480727,male,23,indUnk,Pisces,B,309
3834464,female,16,indUnk,Taurus,A,12
3772806,male,16,indUnk,Sagittarius,A,10
3432204,female,25,indUnk,Virgo,B,76
3391038,male,35,BusinessServices,Taurus,C,8
4031474,female,14,indUnk,Virgo,A,4
3958564,female,15,Agriculture,Sagittarius,A,46
3416873,female,26,Education,Aries,B,6
3767876,female,24,Architecture,Pisces,B,6
3356604,female,16,Student,Aries,A,14
3327978,female,15,Student,Aries,A,2
3750303,female,24,indUnk,Pisces,B,12
1868600,male,27,Arts,Cancer,B,5
4042358,male,17,indUnk,Gemini,A,10
3940427,female,16,Student,Capricorn,A,14
4188065,female,23,Student,Gemini,B,8
3955566,female,23,Education,Aries,B,2
3868923,male,24,Marketing,Cancer,B,4
1656799,male,14,Student,Libra,A,25
3543714,male,24,indUnk,Libra,B,7
3509891,male,46,Technology,Gemini,C,8
4250809,female,46,Law,Cancer,C,2
3311424,male,33,Internet,Scorpio,C,5
3917183,female,13,Student,Sagittarius,A,6
3981404,male,23,Marketing,Scorpio,B,47
3435192,female,45,indUnk,Scorpio,C,3
3741655,female,25,Museums-Libraries,Gemini,B,49
3943507,male,23,Non-Profit,Aries,B,8
559292,female,25,indUnk,Taurus,B,39
727002,male,23,Internet,Leo,B,462
4036173,female,24,Arts,Sagittarius,B,9
3338803,female,44,indUnk,Sagittarius,C,6
3502919,male,17,indUnk,Cancer,A,2
3553171,male,23,Communications-Media,Cancer,B,44
4337133,female,13,Student,Virgo,A,2
3898365,male,16,Student,Sagittarius,A,24
4135669,male,15,Religion,Capricorn,A,6
4267504,female,14,Student,Sagittarius,A,6
3696093,female,15,indUnk,Taurus,A,55
3715086,male,26,Engineering,Gemini,B,25
72355,male,27,indUnk,Leo,B,194
3572043,male,17,Student,Leo,A,12
4092416,male,35,Telecommunications,Scorpio,C,3
3392349,male,16,indUnk,Cancer,A,19
3463001,male,41,Biotech,Leo,C,36
3901486,male,23,indUnk,Scorpio,B,1
3467500,female,25,indUnk,Cancer,B,4
3699726,female,14,indUnk,Aries,A,8
1818292,female,26,indUnk,Aquarius,B,182
3565664,female,35,Technology,Libra,C,3
2944237,male,33,Automotive,Gemini,C,97
3568679,female,25,Arts,Capricorn,B,5
2679438,female,23,indUnk,Aries,B,45
3909146,female,23,Internet,Aries,B,2
3380200,male,34,Non-Profit,Sagittarius,C,26
4043574,male,14,Student,Virgo,A,12
1223044,male,16,indUnk,Sagittarius,A,5
2836391,male,27,Student,Sagittarius,B,50
4031972,male,24,Technology,Aries,B,8
4166439,female,25,Publishing,Sagittarius,B,3
3937692,female,26,indUnk,Virgo,B,1
4174047,male,27,Education,Taurus,B,33
3364922,female,16,Student,Capricorn,A,37
3471441,male,26,Technology,Aries,B,8
4177478,male,14,indUnk,Leo,A,21
3178134,female,14,indUnk,Capricorn,A,128
3816655,female,25,indUnk,Libra,B,2
4062411,male,25,indUnk,Gemini,B,5
3601200,male,23,Student,Cancer,B,17
3952922,male,16,Student,Sagittarius,A,4
3791568,female,24,RealEstate,Aries,B,3
3635772,male,23,Education,Aries,B,12
1915813,male,27,indUnk,Sagittarius,B,273
4109882,female,17,indUnk,Sagittarius,A,2
3790477,male,23,Education,Aries,B,7
3682806,male,23,Education,Libra,B,9
1862614,female,33,Arts,Sagittarius,C,23
3522700,female,16,indUnk,Libra,A,41
1091912,female,14,Student,Leo,A,79
1822234,female,33,indUnk,Pisces,C,103
2834611,female,24,Advertising,Cancer,B,18
2871483,male,16,Student,Capricorn,A,78
3548969,male,35,Advertising,Cancer,C,3
3208383,male,17,Student,Leo,A,11
3868823,female,27,Museums-Libraries,Leo,B,1
4226887,female,15,Student,Pisces,A,8
3970082,female,26,indUnk,Gemini,B,24
3887111,female,13,indUnk,Libra,A,6
4141327,female,15,Student,Capricorn,A,10
3618432,female,25,indUnk,Cancer,B,23
3636290,female,46,Non-Profit,Scorpio,C,10
3826969,male,23,Arts,Scorpio,B,2
1579923,male,15,indUnk,Virgo,A,66
3667423,male,27,indUnk,Virgo,B,36
4093559,male,17,indUnk,Virgo,A,8
1695144,male,24,Non-Profit,Sagittarius,B,7
3804319,female,17,indUnk,Aries,A,23
3721279,male,24,Student,Sagittarius,B,30
2055017,male,24,Religion,Sagittarius,B,19
3590334,male,27,Arts,Virgo,B,14
3771404,male,35,Law,Pisces,C,3
3108436,male,16,indUnk,Scorpio,A,68
3075330,male,37,Manufacturing,Pisces,C,93
3334323,female,46,indUnk,Leo,C,160
3620187,male,16,Student,Libra,A,19
3040727,male,27,Communications-Media,Taurus,B,31
3222762,female,14,indUnk,Leo,A,17
2987602,female,15,Student,Virgo,A,20
3956807,female,26,Advertising,Taurus,B,16
4285409,female,13,indUnk,Scorpio,A,9
4019156,male,17,Student,Cancer,A,6
4255047,male,15,Student,Sagittarius,A,16
3599048,male,16,Student,Leo,A,4
3820382,female,15,Student,Virgo,A,1
3948808,female,34,indUnk,Cancer,C,14
4026439,male,17,indUnk,Scorpio,A,9
3758539,female,23,indUnk,Taurus,B,6
3871486,female,23,HumanResources,Capricorn,B,7
3554852,male,16,Sports-Recreation,Gemini,A,36
3723457,female,24,indUnk,Sagittarius,B,21
4131648,female,23,indUnk,Aquarius,B,2
4227371,female,24,indUnk,Libra,B,6
3951680,female,14,indUnk,Gemini,A,7
3471740,female,27,RealEstate,Capricorn,B,4
3870212,male,27,indUnk,Taurus,B,15
3601602,female,16,HumanResources,Aquarius,A,6
4007735,male,17,Student,Capricorn,A,13
4173071,female,16,indUnk,Capricorn,A,11
4171251,male,14,indUnk,Capricorn,A,12
3483574,male,39,Consulting,Aquarius,C,3
3592235,male,15,Student,Taurus,A,10
3858875,female,25,Student,Libra,B,52
3321827,male,38,Technology,Sagittarius,C,23
3750470,male,25,indUnk,Capricorn,B,3
4278196,female,24,Government,Capricorn,B,4
3886245,female,17,Student,Taurus,A,2
4138710,female,36,Sports-Recreation,Sagittarius,C,3
4036052,female,15,indUnk,Gemini,A,3
3553195,female,27,indUnk,Aries,B,17
4256343,male,26,indUnk,Gemini,B,3
3612165,male,33,Education,Virgo,C,35
3657741,female,23,indUnk,Cancer,B,157
2723204,male,16,Student,Pisces,A,81
3444315,male,23,Internet,Scorpio,B,5
3736241,female,15,Student,Taurus,A,18
4067328,female,16,Student,Aries,A,4
4254914,female,26,indUnk,Scorpio,B,15
3456634,male,17,Internet,Aquarius,A,86
3681800,female,23,InvestmentBanking,Sagittarius,B,1
4170140,male,15,indUnk,Sagittarius,A,2
3826700,male,17,Student,Scorpio,A,1
484022,male,24,Banking,Aquarius,B,28
4221129,female,26,indUnk,Virgo,B,13
3983161,female,23,Science,Leo,B,9
705850,female,27,Religion,Taurus,B,83
3570005,female,14,indUnk,Aquarius,A,18
3906758,female,14,Education,Scorpio,A,7
3727558,female,16,indUnk,Aquarius,A,1
3811040,male,24,Education,Sagittarius,B,2
4045402,female,15,Student,Aries,A,4
1662996,female,17,Student,Gemini,A,29
4160528,female,16,Student,Leo,A,10
3862547,female,14,indUnk,Libra,A,120
3840384,male,33,Technology,Libra,C,17
3474897,male,15,Government,Leo,A,75
3761648,male,23,indUnk,Taurus,B,1
1870076,male,42,Government,Gemini,C,22
4049756,female,25,Engineering,Gemini,B,2
3193616,male,23,Student,Gemini,B,42
3475397,male,25,Consulting,Leo,B,26
4249914,female,24,indUnk,Scorpio,B,5
2681927,male,26,Student,Pisces,B,133
4050173,male,25,indUnk,Gemini,B,6
3173291,male,27,Religion,Aquarius,B,46
3662672,male,15,Student,Sagittarius,A,1
2762982,female,16,Student,Virgo,A,18
4149523,female,16,indUnk,Cancer,A,8
3747578,female,14,indUnk,Leo,A,39
3835017,female,17,Student,Pisces,A,4
2565326,male,48,Communications-Media,Aries,C,216
1731592,male,33,indUnk,Gemini,C,63
3928549,female,25,indUnk,Taurus,B,5
3956714,female,15,indUnk,Gemini,A,2
756463,male,35,Technology,Scorpio,C,80
3738648,female,16,indUnk,Pisces,A,59
3518184,male,13,Student,Virgo,A,4
3761480,male,23,Construction,Leo,B,21
3311279,male,24,indUnk,Leo,B,16
3535223,female,15,Student,Aries,A,20
3585346,male,24,Technology,Aries,B,47
2987469,male,25,indUnk,Pisces,B,16
3594722,female,16,Student,Cancer,A,2
3358515,female,27,Education,Cancer,B,43
3922171,female,34,indUnk,Virgo,C,4
3205383,female,35,LawEnforcement-Security,Cancer,C,43
4198156,female,25,Non-Profit,Capricorn,B,11
3844787,male,14,Student,Aries,A,17
1631607,female,26,Consulting,Leo,B,78
3366182,female,38,Arts,Virgo,C,16
3675479,female,45,indUnk,Taurus,C,34
3716366,female,25,indUnk,Taurus,B,2
3969363,female,17,BusinessServices,Scorpio,A,36
3908478,male,24,indUnk,Capricorn,B,4
3601153,male,17,Student,Aries,A,11
4261141,male,15,Student,Sagittarius,A,4
4255694,male,17,Student,Virgo,A,1
1019710,male,16,Student,Pisces,A,77
3176834,male,25,Engineering,Gemini,B,6
3355033,male,37,indUnk,Gemini,C,13
3680137,female,26,Internet,Libra,B,24
3429167,female,27,Education,Cancer,B,39
4132460,male,14,indUnk,Libra,A,3
3682724,male,24,Arts,Pisces,B,6
1617789,female,38,indUnk,Taurus,C,5
3670048,female,27,Education,Leo,B,11
3337797,female,36,indUnk,Scorpio,C,5
3672622,male,25,Student,Pisces,B,5
3569376,female,13,Internet,Virgo,A,181
4336871,male,17,Automotive,Libra,A,1
3480394,male,24,indUnk,Aquarius,B,2
3416706,female,16,Student,Scorpio,A,3
3369078,female,27,Advertising,Gemini,B,14
3422500,male,16,indUnk,Aquarius,A,45
3460671,male,27,Banking,Sagittarius,B,10
4069229,male,42,Communications-Media,Taurus,C,1
1504395,female,27,indUnk,Aries,B,217
3489849,female,15,Student,Cancer,A,15
183164,female,27,indUnk,Taurus,B,12
3471264,female,26,Accounting,Gemini,B,18
2485343,male,17,Student,Cancer,A,55
3528240,male,16,indUnk,Leo,A,11
4107242,male,36,indUnk,Taurus,C,10
3962861,male,44,Arts,Gemini,C,1
3359834,male,16,Student,Virgo,A,3
3824824,female,16,indUnk,Scorpio,A,3
3851137,male,14,Science,Capricorn,A,13
1659469,male,24,BusinessServices,Libra,B,7
3749264,male,24,Chemicals,Sagittarius,B,3
3690844,female,26,indUnk,Scorpio,B,7
1643433,male,17,indUnk,Cancer,A,10
1234631,female,17,indUnk,Aquarius,A,295
4040198,female,24,Communications-Media,Aquarius,B,25
3912398,female,35,indUnk,Pisces,C,9
3834724,male,15,Student,Taurus,A,13
3451693,male,17,Student,Taurus,A,2
3544399,male,17,Student,Capricorn,A,44
3773412,male,14,Education,Cancer,A,41
3809683,male,15,Student,Aries,A,2
4176133,female,14,Student,Scorpio,A,5
3922848,male,17,Arts,Leo,A,13
3825001,male,15,indUnk,Leo,A,38
3415462,female,16,indUnk,Scorpio,A,34
108780,female,25,indUnk,Leo,B,35
3415716,male,13,Student,Scorpio,A,44
3699116,male,17,Education,Aquarius,A,7
1078077,female,38,Arts,Aries,C,51
3343379,male,37,indUnk,Libra,C,20
3287106,female,25,Consulting,Aquarius,B,4
3673750,male,16,indUnk,Libra,A,6
4197224,male,16,indUnk,Aries,A,5
3566675,female,41,BusinessServices,Aries,C,3
3304752,male,33,Marketing,Pisces,C,138
3882651,female,26,indUnk,Pisces,B,2
4204723,female,17,Student,Scorpio,A,4
420039,male,23,Engineering,Capricorn,B,17
3499721,male,17,indUnk,Leo,A,62
3713413,female,39,indUnk,Leo,C,9
3781537,female,17,Student,Cancer,A,5
3304877,male,26,Technology,Aries,B,32
3664289,male,25,Museums-Libraries,Aries,B,5
3383594,male,16,Student,Aquarius,A,60
3006822,male,39,Technology,Cancer,C,18
3883671,male,14,Student,Aquarius,A,26
3743249,female,16,Student,Cancer,A,8
4173756,male,14,Education,Libra,A,3
3290655,female,36,indUnk,Cancer,C,12
3422849,male,15,Student,Virgo,A,1
2240106,female,17,indUnk,Aries,A,39
3710825,male,26,Technology,Aries,B,2
2574489,female,24,Technology,Aquarius,B,185
3893909,female,27,indUnk,Leo,B,4
3497014,female,43,Education,Cancer,C,11
4030767,male,33,RealEstate,Libra,C,7
3755807,female,14,Student,Aquarius,A,3
2575852,female,27,indUnk,Gemini,B,92
3682031,male,33,Internet,Taurus,C,11
4142029,female,17,Student,Aries,A,4
3395107,male,16,indUnk,Sagittarius,A,20
3901750,female,14,indUnk,Sagittarius,A,53
4194452,female,46,indUnk,Cancer,C,16
3513637,male,17,Student,Cancer,A,8
1786720,male,24,Internet,Aries,B,12
3425704,female,34,Education,Leo,C,3
3966916,male,17,Arts,Aquarius,A,3
2563853,male,15,Education,Leo,A,11
2879658,female,23,Education,Pisces,B,71
3451933,female,15,indUnk,Cancer,A,41
3321042,female,24,indUnk,Virgo,B,27
2394435,female,40,Education,Aries,C,20
2913134,male,26,indUnk,Aquarius,B,235
4163303,male,17,Student,Virgo,A,6
3680471,male,14,Student,Cancer,A,36
483062,female,24,indUnk,Scorpio,B,21
3520953,male,16,indUnk,Virgo,A,2
3846857,female,48,indUnk,Libra,C,4
3592522,female,17,Student,Aries,A,15
3900088,male,43,Technology,Gemini,C,7
3579245,female,15,Education,Capricorn,A,10
3675953,female,17,Education,Taurus,A,4
3589390,male,17,Student,Scorpio,A,24
4088947,male,16,indUnk,Capricorn,A,26
2971632,female,26,Arts,Leo,B,23
4175185,male,26,indUnk,Scorpio,B,13
3805349,male,14,Student,Virgo,A,5
2426419,female,23,Student,Scorpio,B,198
3344835,male,15,indUnk,Virgo,A,7
1786023,female,16,indUnk,Libra,A,177
4178076,female,15,Student,Sagittarius,A,5
299143,female,23,Engineering,Cancer,B,328
3417158,female,14,Student,Libra,A,4
3384905,male,23,Engineering,Libra,B,12
3156913,female,47,Arts,Aquarius,C,97
3930247,female,24,Student,Virgo,B,7
3542883,male,26,Automotive,Aquarius,B,4
